transaction_key,client_key,article_key,date_key,montant_usd,note_avis,mode_paiement,date_achat
634,3994,45,20230119,130.0,3.0,Credit Card,2023-01-19
635,3994,2,20230228,23.0,4.0,Credit Card,2023-02-28
636,3994,5,20230301,70.0,,Cash,2023-03-01
637,3994,15,20230301,36.0,1.6,Credit Card,2023-03-01
638,3994,39,20230324,159.0,3.3,Cash,2023-03-24
639,3994,29,20230327,123.0,1.4,Cash,2023-03-27
640,3994,1,20230427,56.0,3.4,Cash,2023-04-27
641,3994,4,20230506,200.0,1.4,Credit Card,2023-05-06
642,3994,11,20230603,109.0,4.7,Credit Card,2023-06-03
643,3994,6,20230705,109.0,1.4,Cash,2023-07-05
644,3994,25,20230715,148.0,2.5,Credit Card,2023-07-15
645,3994,8,20230729,132.0,3.8,Credit Card,2023-07-29
646,3994,6,20230730,103.0,1.7,Credit Card,2023-07-30
647,3994,11,20230731,44.0,1.5,Cash,2023-07-31
648,3994,46,20230910,182.0,1.8,Cash,2023-09-10
649,3995,33,20221103,179.0,4.6,Cash,2022-11-03
650,3995,6,20221123,30.0,4.1,Cash,2022-11-23
651,3995,8,20230102,181.0,3.0,Credit Card,2023-01-02
652,3995,5,20230410,36.0,4.5,Credit Card,2023-04-10
653,3995,17,20230415,16.0,2.5,Credit Card,2023-04-15
654,3995,18,20230501,139.0,1.4,Cash,2023-05-01
655,3995,42,20230512,188.0,4.1,Cash,2023-05-12
656,3995,38,20230517,29.0,3.9,Cash,2023-05-17
657,3995,4,20230525,44.0,4.3,Cash,2023-05-25
658,3995,48,20230527,186.0,3.9,Cash,2023-05-27
659,3995,34,20230607,153.0,3.0,Credit Card,2023-06-07
660,3995,16,20230713,69.0,1.5,Credit Card,2023-07-13
661,3995,25,20230713,157.0,3.3,Credit Card,2023-07-13
662,3995,24,20230719,56.0,,Credit Card,2023-07-19
663,3995,4,20230801,191.0,2.2,Cash,2023-08-01
664,3995,46,20230825,33.0,2.0,Credit Card,2023-08-25
665,3995,23,20230918,79.0,1.6,Credit Card,2023-09-18
666,3995,41,20230920,22.0,2.9,Credit Card,2023-09-20
667,3996,20,20221230,100.0,3.5,Credit Card,2022-12-30
668,3996,32,20230108,74.0,1.2,Cash,2023-01-08
669,3996,8,20230110,130.0,2.4,Cash,2023-01-10
670,3996,27,20230303,180.0,1.8,Cash,2023-03-03
671,3996,2,20230304,60.0,2.3,Credit Card,2023-03-04
672,3996,34,20230304,135.0,1.9,Credit Card,2023-03-04
673,3996,36,20230312,157.0,4.7,Credit Card,2023-03-12
674,3996,19,20230426,54.0,1.7,Credit Card,2023-04-26
675,3996,49,20230601,89.0,4.3,Cash,2023-06-01
676,3996,31,20230611,98.0,1.3,Credit Card,2023-06-11
677,3996,38,20230620,110.0,3.7,Credit Card,2023-06-20
678,3996,48,20230623,73.0,1.5,Cash,2023-06-23
679,3996,35,20230813,16.0,2.5,Credit Card,2023-08-13
680,3996,1,20230905,145.0,1.6,Cash,2023-09-05
681,3997,43,20221015,85.0,4.2,Credit Card,2022-10-15
682,3997,50,20221127,3003.0,4.7,Cash,2022-11-27
683,3997,2,20221219,28.0,4.4,Credit Card,2022-12-19
684,3997,20,20230125,10.0,,Credit Card,2023-01-25
685,3997,26,20230205,71.0,2.8,Cash,2023-02-05
686,3997,37,20230222,104.0,4.7,Credit Card,2023-02-22
687,3997,23,20230311,61.0,2.7,Credit Card,2023-03-11
688,3997,18,20230312,56.0,4.8,Credit Card,2023-03-12
689,3997,1,20230513,44.0,4.8,Credit Card,2023-05-13
690,3997,34,20230627,26.0,4.0,Cash,2023-06-27
691,3997,16,20230723,108.0,1.6,Credit Card,2023-07-23
692,3997,3,20230808,33.0,3.9,Credit Card,2023-08-08
693,3997,6,20230818,188.0,4.9,Credit Card,2023-08-18
694,3997,18,20230905,72.0,,Credit Card,2023-09-05
695,3998,36,20221106,164.0,1.0,Credit Card,2022-11-06
696,3998,34,20221222,183.0,3.8,Credit Card,2022-12-22
697,3998,39,20230213,61.0,2.4,Credit Card,2023-02-13
698,3998,6,20230303,43.0,2.2,Cash,2023-03-03
699,3998,7,20230406,99.0,1.6,Credit Card,2023-04-06
700,3998,6,20230427,80.0,3.0,Cash,2023-04-27
701,3998,18,20230525,182.0,3.1,Credit Card,2023-05-25
702,3998,11,20230709,176.0,2.5,Credit Card,2023-07-09
703,3998,42,20230815,136.0,3.4,Credit Card,2023-08-15
704,3998,14,20230817,47.0,2.8,Credit Card,2023-08-17
705,3998,41,20230903,78.0,2.5,Credit Card,2023-09-03
706,3998,49,20230907,184.0,3.2,Cash,2023-09-07
707,3998,22,20230922,105.0,2.1,Cash,2023-09-22
708,3998,2,20230923,194.0,3.1,Credit Card,2023-09-23
709,3999,23,20221015,173.0,4.1,Cash,2022-10-15
710,3999,35,20221122,127.0,4.7,Credit Card,2022-11-22
711,3999,20,20221219,68.0,2.4,Cash,2022-12-19
712,3999,26,20221229,72.0,2.3,Credit Card,2022-12-29
713,3999,39,20230102,23.0,1.3,Cash,2023-01-02
714,3999,20,20230121,116.0,2.3,Cash,2023-01-21
715,3999,5,20230221,82.0,2.7,Cash,2023-02-21
716,3999,39,20230301,157.0,4.2,Credit Card,2023-03-01
717,3999,36,20230329,83.0,2.3,Cash,2023-03-29
718,3999,1,20230426,130.0,,Cash,2023-04-26
719,3999,8,20230525,170.0,1.6,Cash,2023-05-25
720,3999,17,20230527,77.0,3.4,Credit Card,2023-05-27
721,3999,13,20230608,24.0,3.3,Credit Card,2023-06-08
722,3999,7,20230701,127.0,1.0,Credit Card,2023-07-01
723,3999,17,20230714,152.0,2.6,Cash,2023-07-14
724,3999,2,20230725,17.0,4.2,Credit Card,2023-07-25
725,3999,12,20230804,34.0,1.9,Cash,2023-08-04
726,3999,41,20230825,90.0,4.5,Credit Card,2023-08-25
727,3999,36,20230915,149.0,,Credit Card,2023-09-15
728,4000,4,20221026,39.0,,Credit Card,2022-10-26
729,4000,30,20221102,142.0,1.9,Credit Card,2022-11-02
730,4000,38,20221107,118.0,4.3,Cash,2022-11-07
731,4000,37,20221121,113.0,2.8,Cash,2022-11-21
732,4000,46,20221201,48.0,3.0,Credit Card,2022-12-01
733,4000,15,20221204,131.0,4.1,Credit Card,2022-12-04
734,4000,2,20221210,148.0,,Cash,2022-12-10
735,4000,8,20221213,66.0,4.5,Credit Card,2022-12-13
736,4000,23,20230108,39.0,3.6,Credit Card,2023-01-08
737,4000,30,20230303,12.0,,Cash,2023-03-03
738,4000,38,20230311,183.0,4.6,Cash,2023-03-11
739,4000,24,20230320,190.0,,Credit Card,2023-03-20
740,4000,1,20230505,54.0,4.1,Cash,2023-05-05
741,4000,9,20230720,57.0,4.4,Cash,2023-07-20
742,4000,16,20230805,40.0,3.3,Credit Card,2023-08-05
743,4000,43,20230812,122.0,3.6,Cash,2023-08-12
744,4000,16,20230817,149.0,,Credit Card,2023-08-17
745,4000,32,20230819,22.0,3.5,Credit Card,2023-08-19
746,4000,50,20230921,83.0,4.6,Cash,2023-09-21
747,4000,31,20230927,50.0,4.3,Cash,2023-09-27
748,4000,36,20230927,101.0,1.8,Cash,2023-09-27
749,4000,50,20231001,58.0,2.6,Credit Card,2023-10-01
750,4001,29,20221010,57.0,3.1,Cash,2022-10-10
751,4001,19,20221028,97.0,,Credit Card,2022-10-28
752,4001,50,20221103,160.0,2.1,Cash,2022-11-03
753,4001,42,20221105,99.0,4.0,Credit Card,2022-11-05
754,4001,10,20221110,98.0,1.7,Cash,2022-11-10
755,4001,48,20221122,177.0,2.3,Cash,2022-11-22
756,4001,14,20221125,12.0,2.7,Cash,2022-11-25
757,4001,13,20221206,55.0,4.9,Credit Card,2022-12-06
758,4001,6,20221208,133.0,1.7,Cash,2022-12-08
759,4001,10,20230112,99.0,3.2,Credit Card,2023-01-12
760,4001,26,20230127,98.0,,Credit Card,2023-01-27
761,4001,1,20230322,115.0,1.4,Cash,2023-03-22
762,4001,3,20230506,95.0,3.6,Credit Card,2023-05-06
763,4001,50,20230517,60.0,2.4,Cash,2023-05-17
764,4001,50,20230609,151.0,3.9,Cash,2023-06-09
765,4001,45,20230613,2952.0,2.2,Cash,2023-06-13
766,4001,37,20230617,194.0,1.2,Credit Card,2023-06-17
767,4001,4,20230705,10.0,3.7,Credit Card,2023-07-05
768,4001,43,20230817,101.0,,Cash,2023-08-17
769,4001,8,20230826,94.0,4.7,Credit Card,2023-08-26
770,4001,16,20230917,85.0,3.3,Cash,2023-09-17
771,4002,29,20221012,125.0,2.8,Credit Card,2022-10-12
772,4002,19,20221026,81.0,2.2,Cash,2022-10-26
773,4002,29,20221104,197.0,3.9,Cash,2022-11-04
774,4002,31,20221106,159.0,1.4,Cash,2022-11-06
775,4002,14,20221121,115.0,4.5,Credit Card,2022-11-21
776,4002,11,20221130,75.0,1.5,Cash,2022-11-30
777,4002,8,20221206,96.0,2.9,Credit Card,2022-12-06
778,4002,46,20221208,183.0,2.2,Credit Card,2022-12-08
779,4002,19,20221218,193.0,4.0,Credit Card,2022-12-18
780,4002,16,20221226,100.0,4.5,Cash,2022-12-26
781,4002,2,20230117,188.0,1.0,Credit Card,2023-01-17
782,4002,29,20230123,73.0,1.8,Credit Card,2023-01-23
783,4002,32,20230131,123.0,3.5,Credit Card,2023-01-31
784,4002,22,20230304,148.0,1.2,Credit Card,2023-03-04
785,4002,17,20230323,11.0,1.4,Credit Card,2023-03-23
786,4002,26,20230401,85.0,1.9,Cash,2023-04-01
787,4002,30,20230420,152.0,4.5,Cash,2023-04-20
788,4002,6,20230501,147.0,3.2,Cash,2023-05-01
789,4002,38,20230518,47.0,2.1,Credit Card,2023-05-18
790,4002,45,20230521,164.0,5.0,Credit Card,2023-05-21
791,4002,2,20230526,3839.0,1.8,Cash,2023-05-26
792,4002,28,20230809,19.0,2.3,Cash,2023-08-09
793,4003,17,20221229,91.0,1.9,Cash,2022-12-29
794,4003,8,20230104,131.0,4.1,Credit Card,2023-01-04
795,4003,33,20230325,99.0,1.9,Credit Card,2023-03-25
796,4003,27,20230424,46.0,3.3,Credit Card,2023-04-24
797,4003,42,20230501,145.0,2.0,Credit Card,2023-05-01
798,4003,22,20230610,63.0,2.3,Credit Card,2023-06-10
799,4003,42,20230613,186.0,4.4,Credit Card,2023-06-13
800,4003,16,20230709,181.0,1.6,Credit Card,2023-07-09
801,4003,48,20230801,108.0,3.3,Cash,2023-08-01
802,4003,47,20230807,54.0,4.9,Cash,2023-08-07
803,4003,21,20230813,152.0,1.2,Cash,2023-08-13
804,4003,2,20230908,107.0,3.0,Cash,2023-09-08
805,4003,22,20230924,150.0,2.3,Cash,2023-09-24
806,4003,21,20230930,128.0,2.9,Credit Card,2023-09-30
807,4004,12,20221015,181.0,4.6,Credit Card,2022-10-15
808,4004,43,20221219,80.0,2.9,Credit Card,2022-12-19
809,4004,12,20230121,18.0,4.1,Credit Card,2023-01-21
810,4004,33,20230122,159.0,2.0,Cash,2023-01-22
811,4004,13,20230304,64.0,2.1,Credit Card,2023-03-04
812,4004,27,20230509,173.0,2.6,Cash,2023-05-09
813,4004,37,20230519,86.0,4.3,Cash,2023-05-19
814,4004,29,20230525,129.0,4.9,Cash,2023-05-25
815,4004,2,20230624,103.0,2.9,Cash,2023-06-24
816,4004,28,20230810,198.0,2.5,Cash,2023-08-10
817,4004,24,20230829,61.0,1.6,Credit Card,2023-08-29
818,4004,21,20230902,65.0,1.7,Cash,2023-09-02
819,4004,23,20230909,114.0,2.6,Credit Card,2023-09-09
820,4004,16,20230924,25.0,3.9,Credit Card,2023-09-24
821,4005,50,20221013,129.0,3.3,Credit Card,2022-10-13
822,4005,42,20221111,173.0,3.0,Cash,2022-11-11
823,4005,38,20221216,194.0,2.9,Credit Card,2022-12-16
824,4005,24,20230213,55.0,2.3,Credit Card,2023-02-13
825,4005,12,20230314,80.0,4.8,Credit Card,2023-03-14
826,4005,11,20230323,191.0,3.5,Cash,2023-03-23
827,4005,33,20230412,141.0,4.6,Cash,2023-04-12
828,4005,2,20230420,80.0,4.3,Cash,2023-04-20
829,4005,2,20230422,62.0,2.2,Cash,2023-04-22
830,4005,4,20230517,162.0,,Credit Card,2023-05-17
831,4005,32,20230529,59.0,4.8,Cash,2023-05-29
832,4005,50,20230611,73.0,1.1,Cash,2023-06-11
833,4005,18,20230622,198.0,3.0,Credit Card,2023-06-22
834,4005,5,20230921,38.0,3.9,Cash,2023-09-21
835,4005,45,20230929,90.0,2.7,Credit Card,2023-09-29
836,4005,49,20231001,122.0,2.0,Cash,2023-10-01
837,4006,28,20221003,14.0,1.4,Cash,2022-10-03
838,4006,1,20221025,140.0,2.8,Cash,2022-10-25
839,4006,35,20221106,58.0,4.5,Credit Card,2022-11-06
840,4006,25,20221122,70.0,2.4,Cash,2022-11-22
841,4006,28,20221225,195.0,1.7,Credit Card,2022-12-25
842,4006,34,20230113,69.0,4.6,Credit Card,2023-01-13
843,4006,2,20230122,144.0,3.7,Credit Card,2023-01-22
844,4006,32,20230202,194.0,3.6,Cash,2023-02-02
845,4006,11,20230220,32.0,1.9,Credit Card,2023-02-20
846,4006,15,20230220,200.0,1.7,Credit Card,2023-02-20
847,4006,24,20230221,46.0,,Cash,2023-02-21
848,4006,29,20230302,152.0,,Cash,2023-03-02
849,4006,6,20230311,28.0,,Credit Card,2023-03-11
850,4006,32,20230401,71.0,3.6,Cash,2023-04-01
851,4006,25,20230622,93.0,1.8,Cash,2023-06-22
852,4006,10,20230710,61.0,3.3,Cash,2023-07-10
853,4006,17,20230725,113.0,2.8,Cash,2023-07-25
854,4006,11,20230727,67.0,1.4,Cash,2023-07-27
855,4006,48,20230819,32.0,1.9,Credit Card,2023-08-19
856,4006,43,20230825,111.0,4.5,Credit Card,2023-08-25
857,4006,21,20230928,122.0,3.7,Credit Card,2023-09-28
858,4007,22,20221118,165.0,2.1,Cash,2022-11-18
859,4007,43,20221127,185.0,1.1,Cash,2022-11-27
860,4007,23,20221216,13.0,1.4,Credit Card,2022-12-16
861,4007,36,20230113,37.0,1.7,Credit Card,2023-01-13
862,4007,9,20230211,166.0,3.7,Cash,2023-02-11
863,4007,41,20230323,87.0,4.6,Cash,2023-03-23
864,4007,10,20230405,172.0,1.9,Cash,2023-04-05
865,4007,24,20230526,155.0,,Cash,2023-05-26
866,4007,36,20230614,133.0,4.5,Credit Card,2023-06-14
867,4007,42,20230627,122.0,1.1,Cash,2023-06-27
868,4007,31,20230717,27.0,3.8,Credit Card,2023-07-17
869,4007,28,20230719,159.0,3.0,Cash,2023-07-19
870,4007,24,20230727,12.0,4.0,Cash,2023-07-27
871,4008,2,20221002,130.0,3.4,Credit Card,2022-10-02
872,4008,12,20221005,200.0,4.9,Cash,2022-10-05
873,4008,21,20221010,33.0,4.5,Cash,2022-10-10
874,4008,36,20221203,45.0,4.8,Cash,2022-12-03
875,4008,10,20221206,54.0,2.6,Credit Card,2022-12-06
876,4008,4,20221208,186.0,1.7,Cash,2022-12-08
877,4008,16,20221211,94.0,1.5,Cash,2022-12-11
878,4008,9,20230116,41.0,3.0,Cash,2023-01-16
879,4008,5,20230308,78.0,3.8,Cash,2023-03-08
880,4008,22,20230308,166.0,3.3,Credit Card,2023-03-08
881,4008,34,20230418,15.0,5.0,Credit Card,2023-04-18
882,4008,3,20230423,72.0,1.1,Credit Card,2023-04-23
883,4008,22,20230504,117.0,3.5,Credit Card,2023-05-04
884,4008,35,20230510,45.0,1.8,Credit Card,2023-05-10
885,4008,7,20230511,126.0,4.0,Credit Card,2023-05-11
886,4008,17,20230521,142.0,2.0,Credit Card,2023-05-21
887,4008,34,20230530,10.0,2.2,Credit Card,2023-05-30
888,4008,30,20230605,157.0,1.7,Credit Card,2023-06-05
889,4008,14,20230728,125.0,3.9,Cash,2023-07-28
890,4008,19,20230814,133.0,4.1,Cash,2023-08-14
891,4008,42,20230816,125.0,,Cash,2023-08-16
892,4009,31,20221104,47.0,,Cash,2022-11-04
893,4009,34,20221111,36.0,4.0,Cash,2022-11-11
894,4009,3,20221117,118.0,3.3,Credit Card,2022-11-17
895,4009,35,20221123,80.0,1.8,Cash,2022-11-23
896,4009,9,20221223,17.0,4.2,Credit Card,2022-12-23
897,4009,26,20230125,165.0,,Credit Card,2023-01-25
898,4009,34,20230217,90.0,1.1,Credit Card,2023-02-17
899,4009,1,20230410,46.0,2.8,Credit Card,2023-04-10
900,4009,11,20230416,51.0,1.8,Cash,2023-04-16
901,4009,14,20230422,52.0,2.0,Cash,2023-04-22
902,4009,32,20230507,39.0,4.9,Credit Card,2023-05-07
903,4009,21,20230622,92.0,2.7,Cash,2023-06-22
904,4009,46,20230702,48.0,3.0,Credit Card,2023-07-02
905,4009,24,20230805,44.0,1.6,Credit Card,2023-08-05
906,4009,28,20230819,143.0,4.8,Cash,2023-08-19
907,4009,10,20230921,147.0,1.7,Cash,2023-09-21
908,4009,36,20230924,134.0,1.9,Credit Card,2023-09-24
909,4010,22,20221021,195.0,2.7,Credit Card,2022-10-21
910,4010,35,20221208,176.0,3.4,Cash,2022-12-08
911,4010,34,20230109,104.0,,Cash,2023-01-09
912,4010,32,20230127,181.0,2.1,Credit Card,2023-01-27
913,4010,20,20230217,170.0,1.7,Cash,2023-02-17
914,4010,50,20230226,171.0,4.0,Credit Card,2023-02-26
915,4010,9,20230510,48.0,3.3,Cash,2023-05-10
916,4010,25,20230512,46.0,4.5,Credit Card,2023-05-12
917,4010,21,20230522,64.0,3.3,Credit Card,2023-05-22
918,4010,15,20230526,154.0,1.6,Credit Card,2023-05-26
919,4010,22,20230611,4233.0,,Credit Card,2023-06-11
920,4010,2,20230706,104.0,1.3,Credit Card,2023-07-06
921,4010,48,20230714,107.0,2.5,Credit Card,2023-07-14
922,4010,17,20230715,200.0,4.7,Cash,2023-07-15
923,4010,30,20230724,127.0,,Credit Card,2023-07-24
924,4010,39,20230803,184.0,,Cash,2023-08-03
925,4010,14,20230819,153.0,3.7,Credit Card,2023-08-19
926,4010,36,20230821,73.0,4.6,Credit Card,2023-08-21
927,4010,45,20230831,23.0,1.7,Cash,2023-08-31
928,4011,42,20221111,49.0,,Cash,2022-11-11
929,4011,4,20221113,51.0,4.1,Cash,2022-11-13
930,4011,13,20230103,130.0,4.1,Cash,2023-01-03
931,4011,20,20230104,42.0,3.4,Credit Card,2023-01-04
932,4011,32,20230112,32.0,2.8,Cash,2023-01-12
933,4011,1,20230114,120.0,2.6,Cash,2023-01-14
934,4011,13,20230402,146.0,4.8,Cash,2023-04-02
935,4011,30,20230403,147.0,,Credit Card,2023-04-03
936,4011,10,20230413,118.0,,Credit Card,2023-04-13
937,4011,4,20230421,174.0,3.4,Cash,2023-04-21
938,4011,8,20230503,93.0,4.7,Cash,2023-05-03
939,4011,43,20230508,160.0,,Cash,2023-05-08
940,4011,13,20230620,121.0,,Credit Card,2023-06-20
941,4011,24,20230627,36.0,4.6,Cash,2023-06-27
942,4011,13,20230704,50.0,2.0,Credit Card,2023-07-04
943,4011,47,20230831,200.0,2.6,Credit Card,2023-08-31
944,4011,28,20230929,63.0,1.5,Credit Card,2023-09-29
945,4012,27,20221014,50.0,3.1,Credit Card,2022-10-14
946,4012,26,20221104,23.0,3.2,Cash,2022-11-04
947,4012,5,20221205,35.0,4.6,Credit Card,2022-12-05
948,4012,13,20221209,170.0,3.8,Credit Card,2022-12-09
949,4012,2,20230121,94.0,4.9,Credit Card,2023-01-21
950,4012,35,20230207,178.0,1.6,Cash,2023-02-07
951,4012,17,20230301,132.0,4.1,Cash,2023-03-01
952,4012,37,20230423,143.0,2.6,Cash,2023-04-23
953,4012,32,20230529,2379.0,2.9,Credit Card,2023-05-29
954,4012,43,20230730,79.0,2.7,Cash,2023-07-30
955,4012,31,20230918,149.0,1.9,Credit Card,2023-09-18
956,4013,23,20221007,30.0,3.7,Cash,2022-10-07
957,4013,36,20221102,112.0,2.9,Credit Card,2022-11-02
958,4013,40,20221228,87.0,3.5,Cash,2022-12-28
959,4013,50,20221228,107.0,3.4,Cash,2022-12-28
960,4013,45,20230111,35.0,4.6,Cash,2023-01-11
961,4013,46,20230111,16.0,1.4,Credit Card,2023-01-11
962,4013,50,20230113,88.0,2.3,Credit Card,2023-01-13
963,4013,7,20230126,118.0,3.4,Cash,2023-01-26
964,4013,33,20230221,128.0,3.0,Cash,2023-02-21
965,4013,21,20230309,65.0,1.6,Cash,2023-03-09
966,4013,32,20230313,185.0,3.1,Credit Card,2023-03-13
967,4013,6,20230316,137.0,4.5,Cash,2023-03-16
968,4013,31,20230415,129.0,,Cash,2023-04-15
969,4013,35,20230707,122.0,4.3,Cash,2023-07-07
970,4013,35,20230729,15.0,1.3,Cash,2023-07-29
971,4013,30,20230822,89.0,1.1,Cash,2023-08-22
972,4014,43,20221002,99.0,1.2,Cash,2022-10-02
973,4014,45,20221205,25.0,4.2,Cash,2022-12-05
974,4014,26,20221213,178.0,,Cash,2022-12-13
975,4014,50,20221225,92.0,4.8,Credit Card,2022-12-25
976,4014,30,20230227,197.0,4.3,Credit Card,2023-02-27
977,4014,38,20230504,31.0,5.0,Cash,2023-05-04
978,4014,45,20230531,13.0,1.8,Credit Card,2023-05-31
979,4014,50,20230614,81.0,3.4,Credit Card,2023-06-14
980,4014,22,20230724,29.0,4.3,Cash,2023-07-24
981,4014,11,20230810,112.0,,Credit Card,2023-08-10
982,4014,20,20230914,123.0,1.7,Cash,2023-09-14
983,4014,3,20230922,22.0,2.8,Cash,2023-09-22
984,4015,7,20221011,135.0,4.5,Credit Card,2022-10-11
985,4015,48,20221028,188.0,2.5,Credit Card,2022-10-28
986,4015,44,20221207,168.0,3.7,Credit Card,2022-12-07
987,4015,20,20221224,131.0,3.6,Cash,2022-12-24
988,4015,43,20230102,200.0,3.8,Cash,2023-01-02
989,4015,24,20230105,36.0,1.3,Cash,2023-01-05
990,4015,4,20230107,61.0,2.4,Credit Card,2023-01-07
991,4015,19,20230118,159.0,1.1,Cash,2023-01-18
992,4015,22,20230506,122.0,1.4,Cash,2023-05-06
993,4015,34,20230706,100.0,4.7,Credit Card,2023-07-06
994,4015,9,20230712,25.0,3.4,Credit Card,2023-07-12
995,4015,18,20230722,18.0,4.8,Cash,2023-07-22
996,4015,27,20230915,92.0,1.1,Cash,2023-09-15
997,4015,19,20230922,29.0,4.7,Cash,2023-09-22
998,4016,11,20221127,22.0,1.4,Credit Card,2022-11-27
999,4016,41,20221129,30.0,1.5,Credit Card,2022-11-29
1000,4016,36,20221217,27.0,1.8,Cash,2022-12-17
1001,4016,27,20230102,140.0,2.3,Cash,2023-01-02
1002,4016,7,20230216,66.0,1.4,Cash,2023-02-16
1003,4016,31,20230304,161.0,1.3,Cash,2023-03-04
1004,4016,9,20230330,24.0,4.2,Cash,2023-03-30
1005,4016,26,20230505,118.0,4.8,Cash,2023-05-05
1006,4016,7,20230507,83.0,3.1,Credit Card,2023-05-07
1007,4016,42,20230530,51.0,4.6,Credit Card,2023-05-30
1008,4016,35,20230619,122.0,1.7,Cash,2023-06-19
1009,4016,9,20230717,179.0,1.7,Credit Card,2023-07-17
1010,4016,7,20230729,92.0,3.5,Credit Card,2023-07-29
1011,4017,18,20221028,72.0,,Credit Card,2022-10-28
1012,4017,8,20221105,122.0,1.1,Cash,2022-11-05
1013,4017,40,20221105,128.0,3.4,Credit Card,2022-11-05
1014,4017,28,20221217,118.0,4.3,Credit Card,2022-12-17
1015,4017,11,20221220,72.0,2.2,Credit Card,2022-12-20
1016,4017,22,20221226,35.0,3.1,Cash,2022-12-26
1017,4017,5,20230129,63.0,1.6,Cash,2023-01-29
1018,4017,49,20230209,133.0,4.6,Cash,2023-02-09
1019,4017,33,20230226,78.0,1.8,Credit Card,2023-02-26
1020,4017,47,20230315,61.0,2.3,Credit Card,2023-03-15
1021,4017,17,20230515,31.0,4.5,Cash,2023-05-15
1022,4017,29,20230515,173.0,4.6,Cash,2023-05-15
1023,4017,19,20230605,156.0,4.5,Credit Card,2023-06-05
1024,4017,21,20230611,183.0,2.4,Credit Card,2023-06-11
1025,4017,9,20230619,54.0,1.4,Cash,2023-06-19
1026,4017,13,20230717,2895.0,3.6,Credit Card,2023-07-17
1027,4017,18,20230717,199.0,3.1,Credit Card,2023-07-17
1028,4017,31,20230816,83.0,3.9,Credit Card,2023-08-16
1029,4017,23,20230820,130.0,4.7,Cash,2023-08-20
1030,4017,33,20230827,170.0,,Credit Card,2023-08-27
1031,4017,1,20230911,23.0,4.7,Credit Card,2023-09-11
1032,4017,6,20230928,33.0,3.3,Credit Card,2023-09-28
1033,4018,43,20221018,33.0,,Credit Card,2022-10-18
1034,4018,36,20221117,112.0,3.5,Credit Card,2022-11-17
1035,4018,31,20221118,97.0,3.4,Cash,2022-11-18
1036,4018,19,20221128,91.0,1.3,Cash,2022-11-28
1037,4018,36,20230114,30.0,3.0,Cash,2023-01-14
1038,4018,14,20230205,4619.0,,Credit Card,2023-02-05
1039,4018,2,20230207,76.0,5.0,Cash,2023-02-07
1040,4018,8,20230409,71.0,4.1,Credit Card,2023-04-09
1041,4018,35,20230506,52.0,4.1,Cash,2023-05-06
1042,4018,43,20230509,184.0,4.5,Credit Card,2023-05-09
1043,4018,21,20230519,124.0,2.9,Credit Card,2023-05-19
1044,4018,22,20230603,91.0,4.7,Credit Card,2023-06-03
1045,4018,45,20230711,32.0,2.2,Credit Card,2023-07-11
1046,4018,48,20230727,136.0,2.7,Credit Card,2023-07-27
1047,4018,46,20230815,57.0,2.0,Credit Card,2023-08-15
1048,4019,42,20221010,193.0,3.8,Credit Card,2022-10-10
1049,4019,4,20221215,126.0,3.5,Credit Card,2022-12-15
1050,4019,35,20230109,173.0,,Cash,2023-01-09
1051,4019,38,20230216,106.0,,Credit Card,2023-02-16
1052,4019,43,20230323,2102.0,4.1,Cash,2023-03-23
1053,4019,20,20230406,91.0,2.1,Cash,2023-04-06
1054,4019,37,20230411,35.0,2.0,Cash,2023-04-11
1055,4019,2,20230415,101.0,3.5,Credit Card,2023-04-15
1056,4019,23,20230505,148.0,4.8,Cash,2023-05-05
1057,4019,4,20230518,137.0,,Cash,2023-05-18
1058,4019,33,20230521,153.0,1.4,Cash,2023-05-21
1059,4019,30,20230728,60.0,4.5,Cash,2023-07-28
1060,4019,49,20230731,19.0,,Cash,2023-07-31
1061,4019,33,20230930,154.0,4.9,Cash,2023-09-30
1062,4020,49,20221003,30.0,2.3,Credit Card,2022-10-03
1063,4020,44,20221010,144.0,3.2,Credit Card,2022-10-10
1064,4020,27,20221108,197.0,4.3,Credit Card,2022-11-08
1065,4020,7,20221117,107.0,,Cash,2022-11-17
1066,4020,29,20230213,150.0,2.4,Cash,2023-02-13
1067,4020,46,20230307,47.0,3.4,Credit Card,2023-03-07
1068,4020,28,20230314,15.0,1.0,Credit Card,2023-03-14
1069,4020,6,20230315,148.0,2.7,Cash,2023-03-15
1070,4020,11,20230419,107.0,1.3,Cash,2023-04-19
1071,4020,16,20230513,194.0,2.4,Cash,2023-05-13
1072,4020,1,20230824,173.0,2.8,Cash,2023-08-24
1073,4020,8,20230915,145.0,2.0,Cash,2023-09-15
1074,4020,12,20230926,187.0,3.4,Credit Card,2023-09-26
1075,4021,18,20221101,116.0,4.3,Credit Card,2022-11-01
1076,4021,1,20230102,139.0,4.8,Cash,2023-01-02
1077,4021,26,20230410,184.0,4.7,Credit Card,2023-04-10
1078,4021,10,20230424,97.0,3.2,Cash,2023-04-24
1079,4021,11,20230511,12.0,,Credit Card,2023-05-11
1080,4021,39,20230511,123.0,1.8,Cash,2023-05-11
1081,4021,40,20230521,106.0,1.3,Cash,2023-05-21
1082,4021,36,20230807,15.0,2.4,Credit Card,2023-08-07
1083,4021,12,20230809,53.0,4.0,Cash,2023-08-09
1084,4021,47,20230814,61.0,2.4,Cash,2023-08-14
